all genes,,,,,,,,,,,,,,,,,,,
BAC screening 1,,,,,,,,,,,,,,,,,,,
Sample ()*,input pool 1,,output pool 1,,input pool 2,,output pool 2,,input pool 3,,output pool 3,,,,,,,,
A_07_P063202,1,2161.647,1.314392,2378.786,1,2015.78,1.3401659,2146.635,1,1553.203,1.5655186,2251.827,pyridine nucleotide transhydrogenase beta subunit [ECs2308],pntB,pyridine nucleotide transhydrogenase,,,913582,ECs2308
A_07_P054872,1,3031.827,1.3187752,3347.502,1,2762.317,1.4901431,3270.83,1,2452.446,1.4063066,3193.949,mannose-6-phosphate isomerase [ECs2319],ECs2319,mannose-6-phosphate isomerase,,,916927,ECs2319
A_07_P054879,1,17.72854,1.5157722,22.49845,1,5.490276,1.6863365,7.356901,0.99999994,17.53821,1.1397312,18.51127,hypothetical protein [ECs2320],ECs2320,hypothetical protein,,,916939,ECs2320
A_07_P054884,1,3509.921,1.403756,4125.101,1,3535.887,1.4116578,3966.289,1,3241.026,1.2394792,3720.234,membrane-associated protein [ECs2322],,,,,,ECs2322
A_07_P054890,1,2119.871,1.2983156,2304.281,1,2062.633,1.3110203,2148.76,1,1802.024,1.3710562,2288.044,interrupted beta-D-glucuronidase [ECs2325],,,,,,ECs2325
A_07_P063210,1,2424.993,1.3640722,2769.45,1,2407.806,1.368816,2618.925,1,2215.09,1.3180628,2703.809,pyridoxal kinase 2 / pyridoxine kinase [ECs2345],ECs2345,pyridoxamine kinase,,,912303,ECs2345
A_07_P063211,0.99999994,2049.315,1.4416091,2473.443,1,2157.285,1.3598946,2331.145,1,1947.655,1.395545,2517.123,hypothetical protein [ECs2349],anmK,anhydro-N-acetylmuramic acid kinase,,,912430,ECs2349
A_07_P054895,1,1341.267,1.412,1585.607,1,1432.795,1.2341472,1405.101,1,1260.138,1.3782594,1608.413,hypothetical protein [ECs2356],ECs2356,hypothetical protein,,,912527,ECs2356
A_07_P058928,1,1353.319,1.3606474,1541.67,1,1363.308,1.3168774,1426.579,1,1242.396,1.1197331,1288.318,hypothetical protein [ECs2358],ECs2358,hypothetical protein,,,913574,ECs2358
A_07_P063216,0.99999994,509.6016,1.327722,566.4787,1,480.9576,1.3525454,516.9103,0.99999994,455.536,1.2368388,521.7763,possible enzyme [ECs2373],ECs2373,hypothetical protein,,,912283,ECs2373
A_07_P062792,1,2036.946,1.4580034,2486.473,1,2209.275,1.3075318,2295.401,0.99999994,2012.232,1.260752,2349.396,putative amino acid/amine transport protein [ECs2398],ECs2398,putative amino acid/amine transport protein,,,912697,ECs2398
A_07_P054897,1,569.7674,1.5537931,741.2018,1,699.3506,1.1969547,665.1647,1,711.4362,1.1871732,782.1654,vitamin B12 transport [ECs2417],ECs2417,predicted glutathione peroxidase,,,912713,ECs2417
A_07_P054903,0.99999994,2349.513,1.1977128,2356.005,0.99999994,2083.611,1.3047991,2160.314,0.99999994,2090.538,1.1469156,2220.435,hypothetical protein [ECs2427],ECs2427,hypothetical protein,,,912976,ECs2427
A_07_P054909,1,2662.523,1.2542173,2795.837,1,2544.201,1.292574,2613.144,1,2560.53,1.2199697,2892.86,hypothetical protein [ECs2431],ECs2431,hypothetical protein,,,913778,ECs2431
A_07_P054911,1,1372.954,1.2895259,1482.285,1,1416.337,1.289385,1451.128,1,1279.946,1.2599605,1493.472,exonuclease III [ECs2455],ECs2455,exonuclease III,,,912924,ECs2455
A_07_P054920,1,946.0187,1.2467767,987.4931,1,872.3238,1.1899742,824.844,1,860.8967,1.1411151,909.7646,putative cytochrome oxidase [ECs2464],ECs2464,putative cytochrome oxidase,,,912581,ECs2464
A_07_P063226,1,2366.812,1.2452263,2467.503,1,2071.128,1.257415,2069.389,1,1797.686,1.160955,1932.759,NADP-specific glutamate dehydrogenase [ECs2467],ECs2467,glutamate dehydrogenase,,,917776,ECs2467
A_07_P054922,1,3979.731,1.2815496,4270.068,1,3610.638,1.2826108,3679.894,1,3212.589,1.252903,3727.53,hypothetical protein [ECs2471],ECs2471,hypothetical protein,,,916910,ECs2471
A_07_P063231,1,1668.529,1.2269205,1713.941,1,1603.282,1.2099221,1541.43,1,1504.522,1.1993458,1671.058,protease IV [ECs2472],ECs2472,protease 4,,,917126,ECs2472
A_07_P054929,0.99999994,40.9369,0.78287375,26.83196,1,11.95362,0.19773963,1.878234,1,41.98081,0.13135466,5.106752,hypothetical lipoprotein [ECs2473],ECs2473,hypothetical lipoprotein,,,912674,ECs2473
A_07_P063239,1,2228.576,1.2381334,2310.152,1,2075.155,1.305253,2152.295,1,2305.475,1.064083,2271.875,cytoplasmic L-asparaginase I [ECs2474],ansA,cytoplasmic asparaginase I,,,916909,ECs2474
A_07_P054931,1,556.7855,1.544505,719.9841,1,562.9526,1.4647038,655.2064,0.99999994,813.4151,0.9559055,720.0717,putative transposase OrfA protein of insertion sequence IS629 [ECs2477],ECs2477,putative transposase,,,912346,ECs2477
A_07_P054936,1,1493.095,1.469541,1837.024,1,865.4149,2.1554601,1482.248,1,1128.143,1.328359,1387.804,putative transposase OrfB protein of insertion sequence IS629 [ECs2478],ECs2478,putative transposase,,,914190,ECs2478
A_07_P054944,1,1311.6327,1.3726428,1507.3546,1,1481.2736,1.2200994,1436.1078,1,1399.6361,1.2492775,1619.2823,putative kinase [ECs2481],ECs2481,putative kinase,,,914258,ECs2481
A_07_P054948,1,112.0655,0.86641693,81.29139,1,73.90395,2.0311465,119.2794,1,108.1255,1.8299425,183.2374,hypothetical protein [ECs2489],ECs2489,hypothetical protein,,,915156,ECs2489
A_07_P054951,1,1376.813,1.0850044,1250.697,1,1289.646,1.1706299,1199.628,1,1325.903,0.8939441,1097.667,hypothetical protein [ECs2495],ECs2495,hypothetical protein,,,912760,ECs2495
A_07_P054957,1,1332.313,1.2022383,1341.0422,1,1386.1299,1.2110618,1333.9108,1,1306.32,1.1165754,1350.7845,hypothetical protein [ECs2497],ECs2497,hypothetical protein,,,912755,ECs2497
A_07_P054961,0.99999994,971.4889,1.2432752,1011.232,1,925.2346,1.3358864,982.1501,1,929.068,1.1782696,1013.773,putative amino acid/amine transport protein [ECs2500],ECs2500,putative amino acid/amine transport protein,,,913931,ECs2500
A_07_P054968,1,1168.451,1.1808435,1155.177,1,1055.782,1.2385467,1039.066,1,1078.181,1.1109406,1109.254,hypothetical protein [ECs2503],ECs2503,hypothetical protein,,,913888,ECs2503
A_07_P054972,1,2453.278,1.2297628,2525.886,1,2350.702,1.2092005,2258.668,1,2424.161,1.0657338,2392.537,putative tartrate dehydrogenase [ECs2509],ECs2509,putative tartrate dehydrogenase,,,914239,ECs2509
A_07_P063243,1,1256.863,1.1436192,1203.414,0.99999994,1182.463,1.2942911,1216.119,1,1177.727,1.1368779,1239.958,putative outer membrane protein [ECs2515],ECs2515,putative outer membrane protein,,,912846,ECs2515
A_07_P063247,1,495.8991,1.2363085,513.2936,0.99999994,490.623,1.2799225,498.9857,1,497.0303,1.3900508,639.8263,putative enzyme [ECs2517],ECs2517,hypothetical protein,,,912798,ECs2517
A_07_P054980,0.99999994,2454.796,1.2393003,2547.051,1,2456.976,1.1494309,2244.09,1,2307.863,1.1887084,2540.586,p-aminobenzoate synthetase component I [ECs2521],ECs2521,para-aminobenzoate synthase component I,,,914166,ECs2521
A_07_P054984,1,1364.806,1.1794071,1347.66,1,1218.047,1.2796016,1238.498,1,1217.581,1.2635095,1424.705,hypothetical protein [ECs2526],ECs2526,hypothetical protein,,,916568,ECs2526
A_07_P054987,1,1157.012,1.3681053,1325.266,0.99999994,1406.968,1.228596,1373.567,1,1160.894,1.2804414,1376.578,hypothetical protein [ECs2530],ECs2530,hypothetical protein,,,912870,ECs2530
A_07_P054991,1,1229.836,1.2202133,1256.402,1,1259.433,1.1984676,1199.383,1,1191.744,1.2458811,1375.017,hypothetical protein [ECs2547],ECs2547,hypothetical protein,,,914875,ECs2547
A_07_P063252,1,1613.665,1.2826967,1732.938,1,1610.806,1.2042753,1541.436,1,1471.774,1.1526518,1571.042,protease II [ECs2555],ECs2555,protease 2,,,912379,ECs2555
A_07_P062796,1,340.557,1.388117,395.787,1,332.8667,1.3933122,368.5321,1,269.4862,1.8519635,462.1868,biotin sulfoxide reductase 2 [ECs2582],ECs2582,biotin sulfoxide reductase 2,,,914087,ECs2582
A_07_P054996,0.99999994,1120.025,1.1573341,1085.256,0.99999994,1119.99,1.2238859,1089.21,0.99999994,987.4377,1.1538423,1055.127,flagellar protein [ECs2588],ECs2588,flagellar protein,,,912570,ECs2588
A_07_P063265,1,984.9922,1.3123981,1082.291,1,915.4396,1.3452265,978.5468,1,838.998,1.2149116,943.9611,CheY protein phophatase [ECs2591],ECs2591,chemotaxis regulator CheZ,,,912565,ECs2591
A_07_P055001,1,1076.52,1.1345854,1022.598,1,970.5279,1.2481592,962.5748,1,812.4413,1.3100952,985.6969,interrupted high-affinity L-arabinose transport system [ECs2607],,,,,,ECs2607
A_07_P063266,1,411.6045,1.4123535,486.7088,1,470.9083,1.3153553,492.1936,1,379.8721,1.4972929,526.7356,hypothetical protein [ECs2614],ECs2614,hypothetical protein,,,913752,ECs2614
A_07_P055007,0.99999994,3.820435,0.1542302,0.4933191,1,7.939281,0.103750914,0.6545301,1,0.5956653,9.3622465,5.164531,putative integrase [ECs2617],ECs2617,putative integrase,,,914199,ECs2617
A_07_P055015,1,10.53971,0.11453508,1.010678,1,11.98412,0.054406438,0.5180993,1,0.5037303,9.800714,4.571979,hypothetical protein [ECs2618],ECs2618,hypothetical protein,,,914225,ECs2618
A_07_P055016,1,13.69922,0.07979042,0.9151499,1,16.34774,0.06733759,0.8747255,1,2.012433,2.340317,4.361588,putative membrane protein [ECs2619],ECs2619,hypothetical protein,,,912566,ECs2619
A_07_P055024,1,16.5897,0.02779151,0.386008,1,15.96097,0.03572802,0.453132,1,0.477712,9.245957,4.090408,putative transcriptional regulator [ECs2620],ECs2620,putative transcriptional regulator,,,912489,ECs2620
A_07_P055028,0.99999994,5.283064,0.32005844,1.415666,1,8.479752,0.0677448,0.4564736,1,0.4428722,9.324937,3.824484,putative DNA-binding protein [ECs2622],ECs2622,putative DNA-binding protein,,,914213,ECs2622
A_07_P055032,1,3.849313,0.11219015,0.3615627,1,5.649436,0.12248351,0.5498436,0.99999994,0.4170981,23.458506,9.061229,hypothetical protein [ECs2623],ECs2623,hypothetical protein,,,912604,ECs2623
A_07_P055040,1,10.42376,0.45457113,3.967089,1,15.26732,0.1077197,1.306816,1,1.624981,2.7967138,4.20867,hypothetical protein [ECs2624],ECs2624,hypothetical protein,,,912473,ECs2624
A_07_P055043,1,16.80424,0.07634685,1.074127,1,18.62668,0.03187911,0.4718437,0.99999994,0.7250289,6.4178452,4.309165,hypothetical protein [ECs2625],ECs2625,hypothetical protein,,,913540,ECs2625
A_07_P055050,1,4.4131703,0.13103189,0.4841427,1,6.02626,0.0956141,0.45785326,1,0.4715322,9.71058,4.2403827,hypothetical protein [ECs2626],ECs2626,hypothetical protein,,,914065,ECs2626
A_07_P055051,1,14.66858,0.048060022,0.5902252,0.99999994,16.51084,0.03331659,0.4371055,1,0.9342459,4.56641,3.950796,hypothetical protein [ECs2627],ECs2627,hypothetical protein,,,914006,ECs2627
A_07_P055057,1,8.609367,0.07917572,0.5707014,1,10.7621,0.05451361,0.4661852,1,0.4882373,9.546106,4.316241,hypothetical protein [ECs2628],ECs2628,hypothetical protein,,,916180,ECs2628
A_07_P055062,1,3.26599,0.14306803,0.3912039,1,3.255848,0.17613745,0.455693,1,0.4635791,10.011544,4.29807,hypothetical protein [ECs2629],ECs2629,hypothetical protein,,,913897,ECs2629
A_07_P055067,1,9.798808,0.120899536,0.9918444,1,11.84192,0.075552434,0.7109304,1,1.418375,131.65472,172.9323,hypothetical protein [ECs2630],ECs2630,hypothetical protein,,,914112,ECs2630
A_07_P055074,1,5.487337,0.11431369,0.5251768,1,7.306763,0.074896716,0.4348549,1,0.6985104,17.594702,11.3816,putative derepression protein [ECs2631],ECs2631,putative derepression protein,,,913749,ECs2631
A_07_P055080,1,12.04829,0.045832567,0.4623228,1,13.44665,0.051791236,0.5533843,0.99999994,1.309246,4.287847,5.198871,hypothetical protein [ECs2632],ECs2632,hypothetical protein,,,914059,ECs2632
A_07_P055081,1,4.920001,0.3725605,1.534644,1,16.30449,0.08590936,1.113023,1,0.5479634,7.3481874,3.728896,putative phage replication protein [ECs2633],ECs2633,putative phage replication protein,,,914184,ECs2633
A_07_P055088,1,11.55619,0.05140492,0.4973533,1,43.48332,0.016298557,0.5631556,1,0.5675938,9.312562,4.89503,putative plasmid partition protein [ECs2634],ECs2634,putative plasmid partition protein,,,914147,ECs2634
A_07_P055094,1,3.168715,0.1694737,0.449605,1,14.771,0.043916848,0.5154631,1,0.5230539,10.264583,4.972059,putative plasmid partition protein [ECs2635],ECs2635,putative plasmid partition protein,,,914099,ECs2635
A_07_P055101,1,7.565769,0.36467302,2.309949,1,22.28739,0.08677963,1.536857,1,1.897709,2.9043567,5.104205,hypothetical protein [ECs2638],ECs2638,hypothetical protein,,,912487,ECs2638
A_07_P055109,1,8.152064,0.048884623,0.3336457,1,27.69035,0.0207618,0.4568251,1,0.4332985,9.439347,3.787718,putative tail protein [ECs2639],ECs2639,putative tail protein,,,914145,ECs2639
A_07_P055111,1,5.0442,0.09967268,0.4209341,1,17.50629,0.035622414,0.4955346,0.99999994,0.4939818,10.060306,4.602255,phage tail protein [ECs2640],,,,,,ECs2640
A_07_P055118,1,7.606167,0.08221995,0.5235868,1,31.434875,0.02748598,0.68656147,1,1.3015589,6.364218,7.671096,putative tail protein [ECs2641],,,,,,ECs2641
A_07_P055125,1,6.521281,0.13967642,0.7626085,1,28.12309,0.025604013,0.5721733,1,0.5735882,277.79953,147.5639,putative phage tail protein [ECs2642],ECs2642,putative phage tail protein,,,914093,ECs2642
A_07_P055126,1,11.09708,0.04872621,0.4527068,1,47.01815,0.01442542,0.5389526,0.99999994,0.5787443,9.237882,4.951168,putative tail protein [ECs2643],ECs2643,putative tail protein,,,912557,ECs2643
A_07_P055134,1,12.06376,0.14363334,1.45072,1,39.04172,0.03549182,1.101067,1,1.390647,22.126806,28.49602,putative tail tube protein [ECs2644],ECs2644,putative tail tube protein,,,912318,ECs2644
A_07_P055136,1,20.19798,0.13365322,2.260128,1,67.13383,0.017441522,0.9304269,1,1.704103,2.7309387,4.309792,putative tail sheath protein [ECs2645],ECs2645,putative tail sheath protein,,,912336,ECs2645
A_07_P055145,0.99999994,2435.048,0.7006785,1428.473,0.99999994,2022.526,0.9560815,1536.546,1,1723.101,0.8821195,1407.624,putative tail protein [ECs2646],ECs2646,putative tail protein,,,914185,ECs2646
A_07_P055150,0.99999994,5338.792,0.9993851,4467.058,0.99999994,5061.085,1.0480142,4214.706,1,4536.124,0.97485155,4095.17,hypothetical protein [ECs2648],,,,,,ECs2648
A_07_P055154,1,7.093813,3.4124982,20.26739,1,23.34076,0.026137957,0.4847782,1,0.9202964,5.0880594,4.336391,hypothetical protein [ECs2649],,,,,,ECs2649
A_07_P063275,1,2586.674,1.3785727,2985.5,1,2666.591,1.2193669,2583.731,1,2494.439,1.1968403,2764.761,phosphatidylglycerophosphate synthetase [ECs2650],ECs2650,phosphatidylglycerophosphate synthetase,,,913922,ECs2650
A_07_P055157,1,1956.969,1.160535,1901.463,1,1855.141,1.171038,1726.253,1,1607.055,1.2372307,1841.323,hypothetical protein [ECs2658],,,,,,ECs2658
A_07_P055163,1,5.904187,0.08327911,0.411663,1,18.62257,0.032665033,0.4833695,1,6.183764,0.7845567,4.49289,flagellin [ECs2662],ECs2662,flagellin,,,915172,ECs2662
A_07_P055169,1,810.231,1.2871321,873.1275,1,828.5869,1.2090478,796.0458,1,710.9624,1.27907,842.15,cytoplasmic alpha-amylase [ECs2666],ECs2666,cytoplasmic alpha-amylase,,,912970,ECs2666
A_07_P063276,1,1420.377,1.2325563,1465.737,1,1485.379,1.2528113,1478.698,1,1438.388,1.1582242,1542.827,putative transport system permease protein [ECs2668],ECs2668,predicted inner membrane protein,,,912742,ECs2668
A_07_P055171,1,974.4305,1.3335913,1087.976,1,1112.079,1.0471606,925.3488,1,987.2443,1.1245234,1028.115,hypothetical protein [ECs2670],ECs2670,hypothetical protein,,,913923,ECs2670
A_07_P055179,1,298.6315,1.3999933,350.0316,1,436.9506,0.95441574,331.3801,0.99999994,318.0437,0.80216455,236.2647,hypothetical protein [ECs2671],,,,,,ECs2671
A_07_P055182,1,2.447558,0.17759262,0.363918,1,12.81079,0.1185702,1.207002,1,2.575713,1.6679578,3.978607,hypothetical protein [ECs2672],,,,,,ECs2672
A_07_P055186,1,349.1149,1.3512573,394.9591,1,459.0172,1.0353653,377.641,1,342.8699,1.2824862,407.2214,hypothetical protein [ECs2673],,,,,,ECs2673
A_07_P055195,1,150.4062,1.0629332,133.8497,1,139.1082,1.3039587,144.1362,1,126.5265,1.3318454,156.0572,hypothetical protein [ECs2674],,,,,,ECs2674
A_07_P055199,1,1856.08,0.93755215,1456.927,1,1522.261,1.195268,1445.809,1,1572.81,0.99977064,1456.214,hypothetical protein [ECs2675],ECs2675,hypothetical protein,,,912779,ECs2675
A_07_P055201,1,1432.297,1.2080103,1448.603,1,1704.026,1.0459505,1416.263,1,1529.608,1.0486697,1485.482,flagellum-specific ATP synthase [ECs2680],fliI,flagellum-specific ATP synthase,,,912799,ECs2680
A_07_P062809,1,299.4991,1.5952677,400.0136,1,380.674,1.2739732,385.363,1,322.2064,1.404513,419.0911,flagellar protein FliO [ECs2686],ECs2686,flagellar biosynthesis protein FliO,,,913050,ECs2686
A_07_P055206,1,1362.247,1.1856508,1352.254,1,1397.021,1.2242386,1359.019,1,1210.648,1.2380756,1388.077,hypothetical protein [ECs2694],ECs2694,hypothetical protein,,,912776,ECs2694
A_07_P063287,1,1073.541,1.3904201,1249.713,1,1257.534,1.1066566,1105.832,1,1075.213,1.1784992,1173.471,hypothetical protein [ECs2700],ECs2700,hypothetical protein,,,913053,ECs2700
A_07_P055215,1,733.2754,1.0768983,661.1309,1,619.904,0.83710426,412.3448,0.99999994,522.7618,0.6355048,307.6601,hypothetical protein [ECs2703],ECs2703,hypothetical protein,,,913248,ECs2703
A_07_P055216,0.99999994,1571.315,0.9539687,1254.998,1,1305.871,1.3026162,1351.678,1,1332.09,1.0750678,1326.227,hypothetical protein [ECs2704],ECs2704,hypothetical protein,,,912443,ECs2704
A_07_P055224,1,2024.15,1.3343283,2261.263,1,2304.003,1.1836218,2166.968,1,2209.015,0.9005797,1842.338,hypothetical protein [ECs2713],ECs2713,hypothetical protein,,,912515,ECs2713
A_07_P055227,1,81.47472,0.8250514,56.27941,1,92.02271,0.97949886,71.62349,1,141.1465,0.2046622,26.752,hypothetical protein [ECs2714],ECs2714,hypothetical protein,,,912496,ECs2714
A_07_P055231,1,29.12116,1.0796833,26.32393,1,35.49738,1.2734499,35.91986,1,55.33002,0.3193216,16.36205,EspF-like protein [ECs2715],ECs2715,EspF-like protein,,,912330,ECs2715
A_07_P055239,1,165.6624,1.8289344,253.6692,1,177.7254,1.5758921,222.5525,1,249.1632,0.70462275,162.5882,hypothetical protein [ECs2716],ECs2716,hypothetical protein,,,912477,ECs2716
A_07_P055249,1,456.38025,0.3703267,141.50035,1,502.12067,1.7388096,693.77185,1,492.42825,1.1074036,505.00705,putative host specificity protein [ECs2720],,,,,,ECs2720
A_07_P055272,1,49.68534,0.92500234,38.47838,1,68.44745,0.76326555,41.51351,1,106.0744,0.17576213,17.26571,putative tail length tape measure protein precursor [ECs2726],,,,,,ECs2726
A_07_P055278,1,68.95028,0.9470347,54.66982,1,81.89832,0.9064733,58.9911,1,121.3141,0.27619332,31.02937,putative minor tail protein [ECs2727],ECs2727,putative minor tail protein,,,912621,ECs2727
A_07_P055282,1,22.91734,0.23502862,4.509523,1,74.37713,0.60989153,36.04529,1,83.51772,0.20864254,16.13727,putative head completion protein [ECs2734],ECs2734,putative head completion protein,,,913168,ECs2734
A_07_P055290,1,49.27497,0.23656924,9.759561,0.99999994,134.9317,0.8322637,89.23423,1,171.2245,0.20069693,31.82403,putative terminase small subunit [ECs2736],ECs2736,putative terminase small subunit,,,914026,ECs2736
A_07_P055291,1,77.66299,0.78341264,50.93899,1,143.3064,0.5755988,65.54536,1,172.1354,0.16017592,25.53383,putative transcriptional regulator [ECs2737],ECs2737,putative transcriptional regulator,,,916099,ECs2737
A_07_P055304,1,28.04856,0.21736203,5.104344,1,68.65273,0.6067853,33.10163,1,78.23325,0.30836248,22.34094,hypothetical protein [ECs2740],ECs2740,hypothetical protein,,,912980,ECs2740
A_07_P055308,1,1275.018,1.2041317,1285.393,1,1355.602,1.2291787,1324.048,0.99999994,1567.047,1.1151148,1618.267,putative endolysin [ECs2741],ECs2741,putative endolysin,,,915021,ECs2741
A_07_P055317,1,925.1217,0.81975377,634.9331,1,972.4774,0.75883484,586.3856,1,1134.982,0.94543374,993.7305,putative holin protein [ECs2743],ECs2743,putative holin protein,,,912472,ECs2743
A_07_P055321,1,180.2711,1.4090925,212.6725,1,229.5659,2.2242246,405.7351,1,498.9213,1.8482325,853.9593,hypothetical protein [ECs2746],ECs2746,hypothetical protein,,,916570,ECs2746
A_07_P055329,1,57.48234,0.28940552,13.92794,1,81.9329,0.47865635,31.16296,1,153.7773,1.3630664,194.1144,hypothetical protein [ECs2747],,,,,,ECs2747
A_07_P055335,1,497.0248,1.1117142,462.612,1,405.4247,0.35109878,113.1087,1,586.7222,1.7364377,943.4965,hypothetical protein [ECs2748],ECs2748,hypothetical protein,,,914183,ECs2748
A_07_P055349,1,67.34341,0.2187553,12.33387,1,84.35034,0.63940895,42.85703,1,149.712,1.6353948,226.7398,putative crossover junction endodeoxyribonuclease [ECs2751],ECs2751,putative crossover junction endodeoxyribonuclease,,,914321,ECs2751
