all genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC screening 05082013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ()*,input pool 1,,,output pool 1,,,input pool 2,,,output pool 2,,,input pool 3,,,output pool 3,,,BAC2B24,,,BAC2B5,,,,,,,,,
A_07_P034745,1,P,270.6308,0.88539696,P,185.6739,0.99999994,P,204.2737,1.2761543,P,186.97,1,P,128.3563,1.7075256,P,292.3126,0.8675759,P,192.9219,1.1589373,P,253.6535,,,,,,,c_1781
A_07_P042351,1,P,12862.58,1.185158,P,11812.45,1,P,10241.19,1.2159168,P,8931.215,1,P,5126.936,1.2635398,P,8639.924,0.91983503,P,9128.693,0.9341662,P,9124.933,,ydjN,Hypothetical symporter ydjN,,,1036532,c_2128
A_07_P030384,1,P,2336.895,0.4300436,P,778.7307,1,P,2848.03,0.31260955,P,638.562,1,P,1592.303,0.32403472,P,688.1457,0.10800646,P,99.14478,0.20390894,P,184.2312,,,,,,,c_3170
A_07_P030380,1,P,1882.246,0.53750443,P,783.9603,1,P,2189.432,0.3534034,P,554.9558,1,P,1075.092,0.2902314,P,416.1531,0.14942937,P,114.3106,0.35553247,P,267.6928,,,,,,,c_3169
A_07_P046708,1,P,3075.158,0.9654235,P,2300.493,1,P,1612.116,0.79618955,P,920.5958,1,P,584.0308,0.960553,P,748.2043,0.43611634,P,512.2696,0.7414613,P,857.2185,,Z1129,putative helicase,,,958525,Z1129
A_07_P054316,1,P,1370.937,0.3572598,P,379.5223,1,P,1286.122,0.3498619,P,322.7268,1,P,737.1692,0.5010137,P,492.5836,0.09064463,P,51.21344,0.1259554,P,70.04311,,ECs2113,putative type 1 fimbrial protein precursor,,,917311,ECs2113
A_07_P054315,1,P,1905.808,0.37438324,P,552.8804,1,P,2057.85,0.31141177,P,459.6264,0.99999994,P,1179.198,0.404186,P,635.6692,0.05801462,P,44.01494,0.06904326,P,51.55736,,ECs2112,putative fimbrial chaperone protein precursor,,,917313,ECs2112
A_07_P046705,1,P,4565.094,1.028395,P,3637.855,1,P,2441.387,0.9295899,P,1627.737,1,P,892.1828,0.9101074,P,1082.953,0.3045953,P,592.7816,0.5836507,P,1117.973,,Z1128,hypothetical protein,,,958524,Z1128
A_07_P008499,1,P,20198.02,0.64786625,P,10139.81,1,P,17046.02,0.54730076,P,6691.219,0.99999994,P,6692.418,0.7088886,P,6327.384,0.7332368,P,7213.976,0.98871917,P,9574.371,,argB,acetylglutamate kinase,GO:0005737(cytoplasm)|GO:0006526(arginine biosynthetic process),chr:4154634-4154693,948464,b3959
A_07_P008494,1,P,16328.17,0.82570297,P,10447.13,1,P,13895.89,0.73541355,P,7329.498,0.99999994,P,7796.501,0.7500283,P,7799.029,0.83767307,P,8853.279,0.9592674,P,9978.75,,argC,"N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding",GO:0005737(cytoplasm)|GO:0006526(arginine biosynthetic process),chr:4153359-4153418,948455,b3958
A_07_P034737,1,P,21022.32,1.1508985,P,18747.93,1,P,15613.1,1.3451902,P,15063.61,1,P,8576.595,1.1457386,P,13105.8,0.9138411,P,14599.31,0.98869663,P,15546.46,,,,,,,c_1776
A_07_P042342,1,P,15957.16,1.2611382,P,15593.87,1,P,9474.598,1.9499041,P,13250.44,1,P,6572.513,1.0703636,P,9382.659,0.9880585,P,12788.2,1.0193635,P,12985.62,,,,,,,c_2119
A_07_P034731,1,P,353.3222,0.09239575,P,25.29639,1,P,442.3818,0.35616228,P,113.006,0.99999994,P,178.7355,2.2069314,P,526.0933,0.5718392,P,152.6274,0.99348456,P,260.9916,,,,,,,c_1766
A_07_P030372,1,P,1402.978,0.5357439,P,582.43,0.99999994,P,1597.041,0.40776426,P,467.0695,1,P,1050.184,0.31754166,P,444.7636,0.12045998,P,75.95545,0.21640547,P,134.3047,,,,,,,c_3168
A_07_P054307,1,P,11471.18,1.4235175,P,12653.38,1,P,9297.913,1.8860023,P,12577.2,0.99999994,P,5432.048,1.10062,P,7973.778,0.85625374,P,8243.28,0.9211864,P,8728.748,,,,,,,ECs2111
A_07_P054304,1,P,15379.03,1.2979285,P,15467.33,1,P,13345.25,1.4536546,P,13913.75,1,P,5382.718,1.6996125,P,12201.54,0.88075554,P,11418.13,0.9879407,P,12606,,ECs2100,hypothetical protein,,,917306,ECs2100
A_07_P016097,1,P,13872.69,1.2548927,P,13489.72,1,P,11518.28,1.1203966,P,9255.837,1,P,7083.173,1.0727372,P,10134.08,0.92621434,P,11772.88,1.0018243,P,12533.42,,cheR,"chemotaxis regulator, protein-glutamate methyltransferase",GO:0005737(cytoplasm)|GO:0006464(protein modification process)|GO:0042330(taxis),chr:1966711-1966652,946396,b1884
A_07_P008486,1,P,6336.965,0.7476353,P,3671.189,1,P,4620.705,0.7512879,P,2489.837,0.99999994,P,2572.419,0.7177855,P,2462.632,1.009209,P,3669.259,0.96560735,P,3455.45,,argE,acetylornithine deacetylase,GO:0005737(cytoplasm)|GO:0006526(arginine biosynthetic process),chr:4151822-4151763,948456,b3957
A_07_P016092,1,P,7576.1323,1.29973,P,7630.2065,1,P,6970.1685,1.0963062,P,5480.6416,1,P,3771.7522,1.1771325,P,5921.4985,1.063252,P,7974.2207,1.0375597,P,7658.9985,,cheB,fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA,GO:0005737(cytoplasm)|GO:0006464(protein modification process)|GO:0042330(taxis),chr:1966330-1966271,946394,b1883
A_07_P034727,1,P,325.5842,0.097188875,P,24.51972,1,P,427.9771,0.34595102,P,106.1919,1,P,164.931,1.6494799,P,362.8377,0.6144287,P,170.3853,1.2824125,P,350.0219,,,,,,,c_1765
A_07_P008482,1,P,32054.03,0.7913945,P,19656.73,1,P,27441.37,0.7063611,P,13902.37,1,P,15939.92,0.7119477,P,15135.52,0.7451996,P,15058.85,0.8587206,P,17079.61,,ppc,phosphoenolpyruvate carboxylase,GO:0005737(cytoplasm)|GO:0006099(tricarboxylic acid cycle)|GO:0006113(fermentation),chr:4148652-4148593,948457,b3956
A_07_P016090,1,P,8901.25,1.1484592,P,7921.405,1,P,7349.906,1.1162953,P,5884.603,1,P,4188.977,1.0585285,P,5913.896,1.0897833,P,8644.812,1.0900892,P,8511.072,,cheY,chemotaxis regulator transmitting signal to flagellar motor component,GO:0005737(cytoplasm)|GO:0042330(taxis),chr:1965452-1965393,946393,b1882
A_07_P008480,1,P,6904.838,0.79754555,P,4267.216,1,P,4499.585,0.8584757,P,2770.491,0.99999994,P,3108.685,0.6147593,P,2548.854,0.98011214,P,4023.838,0.8929589,P,3608.303,,yijP,conserved inner membrane protein,GO:0009274(peptidoglycan-based cell wall),chr:4146961-4146902,948458,b3955
A_07_P042333,1,P,6395.112,1.3396884,P,6638.769,1,P,5271.854,1.3216975,P,4997.488,1,P,2529.618,1.2848523,P,4334.822,0.96547323,P,5513.847,1.0345267,P,5815.178,,sodB,superoxide dismutase,,,1036179,c_2050
A_07_P034721,0.99999994,P,74.23744,0.08691834,A,4.322086,1,P,111.3139,0.32494774,P,25.94294,1,P,61.55765,1.6341509,P,134.1644,0.6335807,P,43.07603,1.169772,P,78.27838,,,,,,,c_1764
A_07_P042330,1,P,2585.704,1.2442684,P,2493.036,1,P,1585.126,1.4438133,P,1641.463,0.99999994,P,791.3165,1.4356141,P,1515.134,1.2271763,P,2678.339,1.1095169,P,2383.413,,ydhM,Hypothetical transcriptional regulator ydhM,,,1036152,c_2042
A_07_P030369,1,P,1392.084,0.46984163,P,506.8186,1,P,1779.439,0.31618744,P,403.5375,0.99999994,P,850.8216,0.3001,P,340.5396,0.15292574,P,80.32135,0.26531413,P,137.1569,,,,,,,c_3167
A_07_P030364,1,P,3105.324,0.46627963,P,1121.99,0.99999994,P,4460.475,0.27455592,P,878.3513,1,P,2381.936,0.28947172,P,919.6008,0.10957191,P,136.2904,0.21934235,P,268.5316,,,,,,,c_3166
A_07_P010784,1,P,28562.05,0.77897054,P,17240.35,1,P,23221.6,0.84938085,P,14146.56,0.99999994,P,13633.96,0.79368407,P,14432.21,0.84814554,P,16999.71,0.99487984,P,19626.76,,nhaA,sodium-proton antiporter,GO:0009268(response to pH)|GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:18495-18554,944758,b0019
A_07_P016084,1,P,11081.64,1.1774777,P,10110.96,1,P,9669.71,0.897974,P,6227.783,1,P,3662.48,1.2417527,P,6065.596,0.9575873,P,8141.323,1.0948132,P,9161.435,,cheZ,"chemotaxis regulator, protein phosphatase for CheY",GO:0006464(protein modification process)|GO:0042330(taxis),chr:1964735-1964676,946392,b1881
A_07_P034718,1,P,139.868,0.13331425,A,14.44876,1,P,296.2226,0.20090425,P,42.68385,1,P,62.33435,1.0713729,P,89.06995,0.64938885,P,68.5777,0.99295616,P,103.2084,,,,,,,c_1761
A_07_P008474,1,P,15857.61,0.7120144,P,8749.075,0.99999994,P,11462.64,0.7575972,P,6228.44,1,P,6595.419,0.6945505,P,6109.552,0.8580035,P,7436.402,1.0094855,P,8611.538,,yijO,predicted DNA-binding transcriptional regulator,GO:0006350(transcription)|GO:0016563(transcription activator activity),chr:4145707-4145648,948451,b3954
A_07_P042322,1,P,9318.329,1.3300898,P,9604.055,1,P,7227.303,1.3080633,P,6780.493,1,P,4275.784,1.1634916,P,6635.019,0.94833195,P,7965.903,1.0516679,P,8694.81,,malY,Cystathionine beta-lyase,,,1036071,c_2014
A_07_P034712,1,P,1958,0.34779304,P,527.6783,0.99999994,P,2571.336,1.0897948,P,2009.832,1,P,486.2486,1.3731492,P,890.5108,0.034472074,P,37.02885,0.066580504,P,70.39256,,,,,,,c_4318
A_07_P042320,1,P,9443.951,1.4250714,P,10428.6,1,P,8617.477,1.1423353,P,7060.411,1,P,4217.248,1.3221008,P,7436.299,0.97306144,P,9170.403,1.0389173,P,9636.869,,malI,DNA-binding transcriptional repressor,,,1036066,c_2012
A_07_P030358,1,P,1547.792,0.3857737,P,462.6801,1,P,2206.663,0.29950368,P,474.0176,1,P,998.7386,0.23924595,P,318.6835,0.1569901,P,86.63997,0.40793344,P,221.5859,,,,,,,c_3165
A_07_P030353,1,P,1670.212,0.3698053,P,478.6085,1,P,2726.865,0.28100452,P,549.5829,0.99999994,P,1319.377,0.30525827,P,537.1548,0.11076145,P,83.24642,0.26665932,P,197.2607,,,,,,,c_3164
A_07_P030350,1,P,767.903,0.45072997,P,268.1998,1,P,965.9195,0.45102924,P,312.4654,1,P,583.1854,0.3537793,P,275.1707,0.128057,P,52.0186,0.26210564,P,104.7945,,,,,,,c_3163
A_07_P010779,1,P,8504.076,0.76904875,P,5067.767,1,P,6021.771,0.90605384,P,3913.222,0.99999994,P,3042.6,0.75486225,P,3063.203,0.6612818,P,3417.758,0.79779905,P,4058.402,,mokC,"regulatory protein for HokC, overlaps CDS of hokC",,chr:16949-16890,944756,b0018
A_07_P010774,1,P,43668.76,1.0751038,P,36379.51,1,P,35566.46,1.041708,P,26573.14,1,P,22976.29,0.9755916,P,29895.86,1.0068521,P,36928.13,1.0835323,P,39114.73,,,,,chr:2513061-2513002,,b0017
A_07_P008469,1,P,14806.05,0.730304,P,8378.736,1,P,11319.33,0.61593515,P,5000.483,1,P,4993.843,0.7264091,P,4838.149,0.8059867,P,6517.469,0.9832833,P,7825.941,,frwD,predicted enzyme IIB component of PTS,GO:0016052(carbohydrate catabolic process),chr:4145332-4145391,948452,b3953
A_07_P016076,1,P,10376.8,1.1434953,P,9194.613,1,P,8118.465,1.0900334,P,6347.022,1,P,3501.124,1.3090037,P,6112.396,0.9238356,P,7533.664,1.0212288,P,8196.745,,flhB,predicted flagellar export pore protein,GO:0009274(peptidoglycan-based cell wall)|GO:0019861(flagellum)|GO:0019866(organelle inner membrane),chr:1963424-1963365,946391,b1880
A_07_P008463,1,P,13050,0.8002636,P,8092.435,0.99999994,P,10979.14,0.67003655,P,5276.222,0.99999994,P,6871.825,0.71245253,P,6529.669,0.91288215,P,7784.775,0.90277004,P,7577.314,,pflC,pyruvate formate lyase II activase,GO:0006464(protein modification process)|GO:0009061(anaerobic respiration),chr:4144765-4144824,948453,b3952
A_07_P034706,1,P,2247.191,0.3688909,P,642.3527,1,P,2583.588,1.1701752,P,2168.355,1,P,383.5895,1.4509139,P,742.2864,0.0535038,P,46.82404,0.1154316,P,99.42962,,chuU,Putative permease of iron compound ABC transport system,,,1037170,c_4317
A_07_P016071,1,P,14287.49,1.235688,P,13680.45,1,P,13077.06,0.9415638,P,8831.126,1,P,7149.396,1.2760934,P,12167.88,0.83858025,P,10466.35,0.94463116,P,11604.32,,flhA,predicted flagellar export pore protein,GO:0009274(peptidoglycan-based cell wall)|GO:0009296(flagellum biogenesis)|GO:0019861(flagellum)|GO:0019866(organelle inner membrane)|GO:0042330(taxis),chr:1961472-1961413,946390,b1879
A_07_P034704,1,P,551.8648,0.39997247,P,171.0403,1,P,599.8533,0.8721221,P,375.2136,0.99999994,P,74.98239,1.5419785,P,154.2058,0.2275785,P,43.59123,0.3639327,P,68.61132,,chuY,hypothetical protein,,,1037194,c_4316
A_07_P042312,1,P,6283.105,1.2531033,P,6100.941,1,P,4115.707,1.4020836,P,4138.802,1,P,2094.091,1.1148797,P,3113.771,1.1309121,P,5909.365,1.0976187,P,5645.083,,fumC,fumarate hydratase,,,1036041,c_2003
A_07_P030343,1,P,1226.239,0.415299,P,394.6132,1,P,1904.865,0.27193472,P,371.5225,1,P,804.8082,0.37580296,P,403.3813,0.14339493,P,76.88492,0.3167477,P,167.1582,,,,,,,c_3162
A_07_P010766,1,P,12449.02,0.74070656,P,7145.243,1,P,6442.716,1.1858582,P,5479.715,1,P,5424.905,0.556159,P,4023.965,1.0190614,P,7803.315,1.0284317,P,7751.059,,dnaJ,"chaperone Hsp40, co-chaperone with DnaK",GO:0005737(cytoplasm)|GO:0006457(protein folding),chr:14301-14360,944753,b0015
A_07_P010763,1,P,3063.095,0.87891805,P,2086.145,1,P,1923.202,1.1411337,P,1574.047,1,P,1060.337,0.83812207,P,1185.262,1.0142022,P,2030.954,0.9129903,P,1799.486,,dnaK,"chaperone Hsp70, co-chaperone with DnaJ",GO:0005737(cytoplasm)|GO:0006457(protein folding)|GO:0006970(response to osmotic stress),chr:13647-13706,944750,b0014
A_07_P008458,1,P,9334.634,0.7581864,P,5484.145,1,P,7203.125,0.654075,P,3379.129,0.99999994,P,3144.257,0.53248954,P,2233.018,0.78336555,P,3922.004,0.8368102,P,4123.608,,pflD,predicted formate acetyltransferase 2 (pyruvate formate lyase II),GO:0009061(anaerobic respiration),chr:4143730-4143789,948454,b3951
A_07_P016066,1,P,7693.653,1.1924398,P,7108.937,1,P,3939.389,1.9309368,P,5455.734,1,P,2985.184,0.7691739,P,3062.378,1.0392797,P,6328.142,1.1371124,P,6814.814,,flhE,conserved protein,,chr:1960663-1960604,946094,b1878
A_07_P042308,1,P,7954.579,1.1629657,P,7168.358,1,P,6708.422,1.0911204,P,5249.879,1,P,3128.087,1.3735869,P,5730.573,1.0127456,P,7205.776,1.2080824,P,8460.262,,ydgC,Hypothetical protein ydgC,,,1036032,c_1999
A_07_P016062,1,P,11699.62,1.2237914,P,11094.68,1,P,7961.018,1.3476474,P,7694.867,1,P,3408.287,1.3353088,P,6069.892,1.0573748,P,9978.605,1.1410366,P,10598.57,,yecT,predicted protein,,chr:1960400-1960459,946511,b1877
A_07_P008451,1,P,83.10935,1.20716,P,77.74104,1,P,117.2431,0.51705223,P,43.47884,1,A,8.375561,6.642105,A,74.19638,0.16463342,A,10.10772,0.32798856,A,19.81987,,mhpE,"4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I",GO:0019395(fatty acid oxidation),chr:373105-373164,945012,b0352
A_07_P042301,1,P,5313.535,1.5116407,P,6223.974,1,P,3737.489,1.938006,P,5195.069,1,P,2770.262,1.2123784,P,4479.424,1.0102891,P,5925.085,0.9897108,P,5712.998,,ynfE,Putative dimethyl sulfoxide reductase chain ynfE precursor,,,1035954,c_1977
A_07_P004096,1,P,470.3898,0.49188,P,179.2886,1,P,278.078,0.9761023,P,194.6786,1,P,376.3969,0.3894453,P,195.504,0.44636482,P,121.9239,1.0563914,P,284.008,,fimA,major type 1 subunit fimbrin (pilin),GO:0009101(glycoprotein biosynthetic process)|GO:0009289(fimbrium),chr:4541546-4541605,948838,b4314
A_07_P004095,1,P,401.4309,0.7267833,P,226.0744,1,P,270.9451,1.3532754,P,262.9806,1,P,203.7222,1.1682196,P,317.4139,0.6871052,P,226.5501,1.0742838,P,348.6317,,fimE,tyrosine recombinase/inversion of on/off regulator of fimA,GO:0005737(cytoplasm)|GO:0006310(DNA recombination)|GO:0009289(fimbrium)|GO:0009297(pilus biogenesis),chr:4540571-4540630,948836,b4313
A_07_P030336,1,P,2414.292,0.38487974,P,720.0298,1,P,3314.372,0.34537625,P,821.0129,0.99999994,P,1926.118,0.32999858,P,847.7311,0.14611429,P,168.672,0.21681401,P,246.3454,,,,,,,c_3161
A_07_P030331,1,P,1834.274,0.43346456,P,616.1032,1,P,2205.389,0.29165846,P,461.3346,1,P,907.4357,0.337606,P,408.5913,0.1320435,P,81.66375,0.32068506,P,195.2081,,,,,,,c_3160
A_07_P010756,0.99999994,P,14925.69,0.84694916,P,9795.519,1,P,11447.07,0.91455245,P,7508.604,1,P,6120.545,0.8432899,P,6883.829,0.97593933,P,9889.056,0.98424286,P,9816.147,,yaaI,predicted protein,,chr:11489-11430,944751,b0013
A_07_P010755,1,P,9013.35,0.8756275,P,6115.631,1,P,6786.738,0.93838197,P,4567.694,0.99999994,P,4015.776,1.1165457,P,5980.109,1.0370702,P,7013.489,0.8967703,P,5969.171,,,,,chr:11013-11072,,b0012
A_07_P016056,1,P,18128.08,1.2522192,P,17590.08,1,P,15502.18,1.1051401,P,12287.58,1,P,7767.797,1.1140943,P,11542.05,0.90281254,P,14152.74,1.0910988,P,16835.03,,argS,arginyl-tRNA synthetase,GO:0005737(cytoplasm)|GO:0006418(tRNA aminoacylation for protein translation),chr:1959015-1959074,946452,b1876
A_07_P016051,1,P,8668.167,1.281567,P,8608.038,1,P,5221.015,1.7842963,P,6681.565,1,P,4423.694,1.0298487,M,6076.054,1.0350817,P,8760.983,1.0238264,P,8529.26,,yecM,predicted metal-binding enzyme,,chr:1957688-1957629,946415,b1875
A_07_P053891,1,P,7944.257,0.93647957,P,5764.839,1,P,6054.949,1.0577675,P,4593.64,1,P,3086.192,1.0954891,P,4509.144,0.77025646,P,4505.462,0.8936846,P,5145.115,,ECs0367,putative transcription factor,,,914468,ECs0367
A_07_P059196,1,P,11204.31,0.5731217,P,4975.854,1,P,4269.702,0.56423986,P,1727.896,1,P,2491.881,0.6775099,P,2251.677,5.156596,P,24549.82,1.1117733,P,5209.647,,,,,,,ACA-0244236
A_07_P004086,1,P,4428.378,0.56219304,P,1929.149,1,P,2750.425,1.2285019,P,2423.438,1,P,2809.498,0.88833046,P,3328.637,0.5332469,P,1618.542,0.9055426,P,2705.275,,fimB,tyrosine recombinase/inversion of on/off regulator of fimA,GO:0005737(cytoplasm)|GO:0006310(DNA recombination)|GO:0009289(fimbrium)|GO:0009297(pilus biogenesis),chr:4539430-4539489,948832,b4312
A_07_P030328,1,P,1350.429,0.5362021,P,561.0943,1,P,1672.949,0.38879508,P,466.5087,1,P,800.4631,0.36674312,P,391.5312,0.30511263,P,181.5478,0.44286898,P,259.3659,,,,,,,c_3159
A_07_P059192,0.99999994,P,4228.317,0.5530105,P,1811.91,0.99999994,P,1278.08,0.6696207,P,613.823,1,P,913.3775,0.76110107,P,927.1623,5.8842044,P,10233.75,1.0327803,P,1767.917,,,,,,,ACA-0244235
A_07_P004083,1,P,33315.45,0.9042838,P,23344.58,1,P,28554.83,1.0720623,P,21956.13,1,P,20383.25,0.86223114,P,23440.14,0.7171042,P,19148.37,0.75599515,P,19868.97,,nanC,N-acetylnuraminic acid outer membrane channel protein,,chr:4536969-4536910,946843,b4311
A_07_P030324,1,P,1831.458,0.56146175,P,796.8063,0.99999994,P,2122.057,0.4087618,P,622.1335,1,P,1623.909,0.43960765,P,952.1165,0.11120108,P,121.3128,0.21608339,P,232.0202,,,,,,,c_3157
A_07_P030320,1,P,1205.14,0.61063343,P,570.2348,1,P,1561.933,0.40048853,P,448.6511,1,P,1310.135,0.33256406,P,581.1048,0.12114234,P,86.38433,0.19554548,P,137.2441,,,,,,,c_3158
A_07_P010746,1,P,7716.016,0.84733933,P,5066.244,1,P,5944.498,0.86124367,P,3671.956,1,P,3240.287,0.9360172,P,4045.111,0.9800392,P,5425.587,0.9026412,P,4918.416,,yaaW,conserved protein,,chr:11047-10988,944771,b0011
A_07_P016047,1,P,9851.638,1.218366,P,9300.833,1,P,8009.968,1.2799842,P,7353.459,1,P,4740.842,1.1435829,P,7230.799,1.0430161,P,9946.739,1.0689995,P,10034,,cutC,copper homeostasis protein,GO:0005737(cytoplasm)|GO:0006805(xenobiotic metabolic process),chr:1956818-1956759,2847756,b1874
A_07_P010741,1,P,11282.8,0.8362198,P,7310.936,1,P,8991.374,0.880219,P,5676.401,1,P,5198.858,0.84782875,P,5878.672,0.99055946,P,8052.584,0.93412906,P,7474.264,,yaaH,conserved inner membrane protein associated with acetate transport,,chr:10326-10267,944792,b0010
A_07_P061498,1,P,2195.817,0.6930006,P,1179.14,1,P,1761.296,0.72547436,P,916.454,1,P,714.7369,0.839549,P,800.3047,0.7957,P,1002.852,1.0032511,P,1244.526,,ECs5048,hypothetical protein,,,914280,ECs5048
A_07_P008437,1,P,11368.38,1.2330366,P,10862.01,1,P,7966.871,1.4414186,P,8236.339,1,P,5115.405,1.2214395,P,8333.263,1.0134028,P,10303.56,0.9865971,P,9873.062,,mhpC,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",GO:0019395(fatty acid oxidation),chr:370953-371012,944954,b0349
A_07_P053888,1,P,14255.64,0.92312366,P,10197.23,1,P,13335.25,0.7876509,P,7533.403,0.99999994,P,6292.079,0.8685504,P,7288.738,0.7675758,P,7868.002,0.91502994,P,9231.777,,,,,,,ECs0365
A_07_P061495,1,P,4083.837,0.6937754,P,2195.447,1,P,2858.976,0.810876,P,1662.728,1,P,1543.288,0.9671344,P,1990.659,1.005036,P,2806.903,0.893037,P,2454.834,,ECs5030,hypothetical protein,,,914305,ECs5030
A_07_P053885,1,P,26.96376,0.8692663,A,18.16222,1,A,10.09627,0.6904828,A,4.266149,1,A,6.201559,2.101058,A,17.37809,0.70985544,A,7.620947,0.8451008,A,8.930059,,ECs0362,AidA-I adhesin-like protein,,,914463,ECs0362
A_07_P008433,1,P,4023.588,1.3037113,P,4064.719,1,P,2785.149,1.454729,P,2905.941,1,P,1481.787,1.1556246,P,2283.84,0.9899709,P,3124.716,1.1878449,P,3690.241,,mhpB,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase",GO:0019395(fatty acid oxidation),chr:370266-370325,945047,b0348
A_07_P016041,1,P,12413.55,1.205551,P,11596.24,1,P,9814.276,1.2155589,P,8556.389,1,P,5223.495,0.95357054,P,6643.197,1.0145247,P,10011.46,1.0845284,P,10533.74,,torY,"TMAO reductase III (TorYZ), cytochrome c-type subunit",GO:0009055(electron carrier activity),chr:1955127-1955068,946490,b1873
A_07_P059188,1,P,2503.812,0.62992823,P,1222.161,1,P,670.0256,0.83363307,P,400.6107,1,P,424.7949,0.85662967,P,485.3282,7.477867,P,7440.792,1.2927818,P,1266.116,,,,,,,ACA-0244234
A_07_P053880,1,P,42.76333,0.6373315,P,21.11896,1,P,50.94668,0.58553535,P,21.39564,1,A,5.767007,2.1628997,A,16.63604,1.1866195,P,36.69209,2.3273077,P,70.83071,,,,,,,ECs0361
A_07_P004077,1,P,4405.585,0.8328841,P,2843.307,1,P,3386.095,1.0203345,P,2477.981,1,P,1879.741,0.9320325,P,2336.642,0.91549236,P,3016.898,0.7729458,P,2507.043,,nanM,conserved protein,,chr:4535747-4535688,949106,b4310
A_07_P004074,1,P,12381.18,0.8204592,P,7871.448,1,P,10724.61,0.8738993,P,6722.01,1,P,5944.029,0.9099707,P,7213.922,0.9372477,P,8729.618,0.9617562,P,8816.835,,yjhS,conserved protein,,chr:4534999-4534940,948835,b4309
A_07_P059181,0.99999994,P,7889.643,0.71941227,P,4398.158,1,P,3130.795,0.66483754,P,1492.885,1,P,2534.18,1.0385948,P,3510.32,5.9781346,P,28749.05,1.1342582,P,5368.792,,,,,,,ACA-0244233
A_07_P030311,1,P,1125.446,0.61505514,P,536.3822,1,P,1044.767,0.42748016,P,320.3256,1,P,735.716,0.51096433,P,501.3764,0.1586915,P,97.29304,0.23756965,P,143.3593,,,,,,,c_3156
A_07_P010739,1,P,10463.44,0.86751133,P,7033.724,1,P,7644.483,0.8479191,P,4648.992,1,P,4034.507,0.8386994,P,4512.944,0.990166,P,7215.443,1.0098339,P,7242.889,,mog,predicted molybdochelatase,GO:0005737(cytoplasm)|GO:0006777(Mo-molybdopterin cofactor biosynthetic process),chr:9309-9368,944760,b0009
A_07_P016039,0.99999994,P,5459.685,1.2369081,P,5232.879,1,P,3374.966,1.4062717,P,3404.042,1,P,1885.468,1.0550761,P,2653.176,1.0370467,P,4470.631,1.1040641,P,4684.591,,torZ,"trimethylamine N-oxide reductase system III, catalytic subunit",GO:0005737(cytoplasm)|GO:0009054(electron acceptor activity),chr:1952979-1952920,946389,b1872
A_07_P061489,1,P,14691.97,0.77392507,P,8810.784,1,P,11643.58,0.7487054,P,6252.5,1,P,6634.055,0.6358598,P,5626.05,0.79043967,P,7707.628,1.113385,P,10685.73,,ECs5029,zinc uptake transcriptional repressor,,,914306,ECs5029
A_07_P010731,1,P,11465.76,0.86739665,P,7706.483,1,P,7636.67,0.97453105,P,5337.722,1,P,4406.387,0.7667661,P,4506.181,1.044898,P,7873.222,0.9491054,P,7038.82,,talB,transaldolase B,"GO:0005737(cytoplasm)|GO:0009052(pentose-phosphate shunt, non-oxidative branch)",chr:9127-9186,944748,b0008
A_07_P008427,1,P,12477.92,1.2143831,P,11741.77,1,P,10486.5,1.0438411,P,7850.932,1,P,5389.501,1.2358111,P,8883.084,0.9832917,P,10408.06,1.0667677,P,11113.84,,mhpA,3-(3-hydroxyphenyl)propionate hydroxylase,GO:0019395(fatty acid oxidation),chr:368585-368644,945197,b0347
A_07_P061485,1,P,2308.939,0.7515535,P,1344.646,1,P,1376.047,1.0948507,P,1080.549,0.99999994,P,825.0779,0.88458854,P,973.4181,1.1201342,P,1618.194,0.9747103,P,1385.935,,ECs5021,hypothetical protein,,,914313,ECs5021
